Power Station,January,February,March,April,May,June,July,August,September,October,November,December
GAUTAMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBHPPL,-0.024387096774193547,-0.03120567375886525,-0.10065420560747664,0.15608333333333332,0.5108064516129033,0.7850666666666667,0.8505844155844157,0.8870967741935484,0.6423333333333333,-0.09163636363636363,-0.03592178770949721,-0.009491525423728813
GCEL,5.91058064516129,6.000780141843972,3.797383177570094,14.767249999999999,15.136693548387097,14.284466666666667,8.297272727272727,8.734322580645161,8.689777777777778,7.6672121212121205,8.17195530726257,7.868022598870057
GEPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPCL,9.937870967741937,10.381063829787234,10.113691588785047,9.478666666666667,8.941854838709677,7.9006,7.559415584415585,6.799096774193548,8.790000000000001,9.641030303030304,9.405307262569831,9.376553672316385
GIPL,0.6447177419354839,0.7261504424778762,0.526912568306011,0.6943888888888888,0.9759139784946237,1.1937692307692307,1.4333574007220218,1.4462724014336916,1.4185666666666668,1.184907063197026,0.7218060200668897,0.5936986301369862
GISL,0.13903225806451613,0.1960714285714286,-0.010806451612903225,0.05,0.6735483870967741,1.32475,1.673548387096774,1.617741935483871,1.901166666666667,1.0824590163934427,0.13576271186440678,0.05596774193548387
GMR BHHPL,0.48,1.39,2.29,1.335,1.29,0.8899999999999999,2.1080434782608695,0.5574193548387096,0.3001111111111111,0.2284931506849315,0.14522222222222222,0.15928571428571428
GMR ENERG,9.514172043010753,9.51304964539007,9.231183800623054,10.326638888888889,10.053467741935483,9.414977777777777,8.949090909090907,9.910387096774194,9.811296296296296,9.903333333333332,9.59610800744879,9.626516007532958
GPGSL (GVK),5.0682580645161295,5.434468085106383,6.100467289719626,6.599500000000001,6.547822580645161,6.525266666666666,6.154090909090909,6.2221290322580645,5.883055555555556,5.970060606060606,5.614189944134078,5.056214689265536
GREL,0.354,0.3435460992907801,0.25640186915887847,0.0,0.0,0.0,0.0,0.0,0.2582222222222222,0.3163636363636364,0.2689385474860335,0.3047457627118644
GVKP&IL,0.064,0.05560283687943263,0.04635514018691589,0.0,0.0,0.0,0.0,0.0,0.04044444444444444,0.04727272727272728,0.042122905027932964,0.04553672316384181
Gujarat,73.86432258064515,74.72531914893618,79.49383177570094,83.00391666666665,81.46959677419355,81.74900000000001,71.4451948051948,79.524,97.24061111111112,85.0278918918919,75.90150837988827,76.51316384180791
HBPCL,4.512774193548387,4.112624113475177,4.784579439252337,8.7775,20.27008064516129,27.333133333333336,30.450714285714284,29.66109677419355,20.683,7.7641212121212115,5.975921787709497,5.5710169491525425
HEL,7.005548387096773,10.132482269503546,11.938084112149532,12.277916666666666,12.133064516129032,12.3624,12.097662337662337,11.969548387096774,11.742611111111112,11.726060606060607,11.587039106145252,11.343728813559322
HMEL,0.9145967741935483,1.3567500000000001,0.6423831775700934,1.0950833333333334,1.145967741935484,1.6532,1.5998051948051948,1.591225806451613,1.5521333333333334,0.9905925925925925,1.1685999999999999,1.0434931506849314
HNPC,9.525290322580645,8.510070921985816,8.70411214953271,9.79225,9.668870967741936,9.046999999999999,8.210129870129869,7.483612903225807,8.69,9.546181818181818,9.221173184357541,9.446949152542373
HSPCL,0.16411290322580643,0.13330357142857144,0.14040983606557375,0.05333333333333334,0.26245901639344266,0.26337837837837835,0.263202614379085,0.3035947712418301,0.19865168539325842,0.11359756097560975,-0.034487179487179484,-0.04082191780821918
Haryana,29.322580645161292,28.56382978723404,28.639392523364485,29.472083333333334,28.21556451612903,30.40346666666667,30.72876623376623,30.604774193548387,29.540333333333333,27.965459459459456,26.41441340782123,28.438361581920905
Himachal Pradesh,8.82341935483871,9.502056737588653,8.645560747663552,13.110666666666667,20.52016129032258,24.1724,27.112337662337662,21.060193548387097,21.17527777777778,12.544216216216215,9.311452513966481,8.583107344632769
IAEPL,-0.01703225806451613,0.02319148936170213,0.011308411214953271,-0.08991666666666666,0.0039516129032258086,0.05506666666666667,0.04844155844155844,0.016709677419354838,-0.06322222222222222,-0.06381818181818182,-0.009832402234636871,0.027570621468926554
IBPIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICCL,0.035419354838709664,0.17099290780141843,0.03495327102803738,0.1385,0.20185483870967744,0.027333333333333338,0.11441558441558443,0.029225806451612903,0.0631111111111111,0.233030303030303,0.1928491620111732,0.25824858757062147
IEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEPL,0.388,0.38921985815602833,0.27995327102803735,0.55,0.48935483870967744,0.3848666666666667,0.4294155844155845,0.40206451612903227,0.3616666666666667,0.33915151515151515,0.2858100558659218,0.27367231638418077
ITPCL,17.07283870967742,17.489432624113473,16.827757009345795,18.295749999999998,18.07241935483871,12.4212,10.167922077922077,12.080967741935483,16.422555555555554,15.568424242424243,16.22905027932961,14.3925988700565
JHAPL,6.943548387096774,7.135673758865249,7.227616822429907,9.093083333333334,8.787500000000001,8.774533333333334,8.482402597402597,4.9070967741935485,7.125055555555556,7.5360000000000005,7.462793296089385,7.487627118644068
JITPL,13.156193548387098,13.465390070921986,12.783317757009346,12.30575,13.387338709677419,13.798866666666667,12.146168831168831,10.782322580645161,12.739333333333333,14.087333333333332,13.121061452513967,12.797062146892655
JPL,27.325032258064518,27.112340425531915,28.080514018691588,32.455416666666665,31.751048387096777,31.03933333333333,27.102337662337664,30.302387096774194,28.86905555555556,29.74878787878788,28.13882681564246,28.401073446327683
JPPVL,13.763322580645161,14.086950354609929,13.531752336448598,16.5855,17.502903225806453,18.661666666666665,11.97327922077922,15.85332258064516,16.000500000000002,14.919151515151514,14.558016759776535,14.204124293785311
JSWBL,19.092903225806452,19.336071428571426,19.313793103448276,19.329666666666665,19.16774193548387,19.295,19.207666666666668,19.16516129032258,19.293666666666663,19.33857142857143,19.259833333333333,19.147358490566038
JSWEL,15.177225806451611,15.479326241134752,14.180397196261682,12.268875000000001,12.618306451612904,12.566066666666668,11.903051948051948,12.703967741935484,13.18288888888889,12.658515151515152,12.796145251396648,13.395225988700565
Jammu and Kashmir,4.10741935483871,4.65581560283688,6.548644859813084,10.343666666666667,21.860887096774192,23.751533333333334,23.14642857142857,23.419225806451614,15.655944444444446,7.995945945945946,5.145083798882681,4.653446327683616
JhPL(HR),17.25941935483871,16.157446808510638,15.934252336448598,14.594,19.299999999999997,19.573866666666667,19.025714285714287,19.12393548387097,17.94838888888889,17.362484848484847,16.662402234636872,17.646836158192087
Jharkhand,5.7382580645161285,5.426170212765958,5.438878504672897,6.247,6.030887096774194,6.085933333333333,4.131298701298702,4.532645161290323,6.347666666666666,6.191027027027027,5.896536312849162,6.018079096045198
K.B.U.N.L,6.999096774193548,6.848368794326241,7.048831775700934,7.633333333333334,7.485,7.538466666666666,5.973506493506493,7.32774193548387,6.804388888888889,6.772848484848485,6.356368715083799,6.382429378531074
KONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONDAPALI,3.0881290322580646,2.986737588652482,3.545327102803738,2.252416666666667,2.3888709677419357,2.2098,2.216428571428571,2.2924516129032257,2.43790243902439,2.8821212121212123,2.795195530726257,2.9227683615819213
KWPCL,2.257096774193548,2.2178823529411766,1.145909090909091,0.0,0.0,-0.15200000000000002,0.0,0.0,2.124888888888889,2.2304347826086954,2.225505617977528,2.28
Karnataka,92.73045161290322,99.4118439716312,99.37593457943926,104.50283333333333,96.84,90.0656,89.2277922077922,91.05845161290323,87.105,88.60427027027028,88.18972067039105,90.9425988700565
Kerala,12.480258064516129,15.651985815602835,19.647943925233644,20.518666666666668,19.01975806451613,14.556599999999998,16.851493506493508,17.648193548387095,18.668277777777778,16.328972972972974,14.12245810055866,12.829887005649717
L&T,0.03763440860215052,0.03869047619047619,0.2746153846153846,0.10852173913043478,0.4381967213114754,0.4945945945945946,0.8963398692810457,0.8360130718954248,0.7525000000000001,0.17261194029850746,0.1952755905511811,0.08347826086956521
LANCO,11.570451612903227,11.808085106382979,11.022383177570093,11.82725,11.805403225806451,11.536666666666667,10.317792207792207,10.227677419354839,10.789722222222222,10.46339393939394,10.724245810055866,10.71542372881356
LAPPL,23.34051612903226,23.905248226950352,19.095,22.299083333333332,23.73725806451613,24.200666666666667,22.82857142857143,22.96174193548387,23.08866666666667,18.410545454545453,20.039441340782123,22.61915254237288
LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPGCL,27.173161290322582,19.518936170212765,23.89182242990654,29.25433333333333,28.696532258064515,28.92573333333333,27.792662337662335,27.68741935483871,27.058555555555554,26.688727272727274,26.516536312849162,25.767627118644068
LVS POWER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADURAI P,0.0,0.0,0.0,-0.0525,-0.0846774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBPC,0.3582258064516129,0.41500000000000004,0.289,0.10283333333333333,0.18306451612903224,0.2946666666666667,1.067391304347826,0.9554838709677419,0.8661111111111112,0.8231506849315069,0.16855555555555554,0.18595238095238095
MBPMPL,16.95709677419355,17.1431914893617,17.613457943925233,19.90775,19.426854838709676,19.348666666666666,18.273636363636363,16.692967741935483,16.82322222222222,17.554303030303032,17.46463687150838,17.467118644067796
MCCPL,5.194709677419355,5.2906382978723405,5.190560747663551,5.749583333333334,5.5905645161290325,5.727799999999999,5.578701298701299,5.1172903225806445,5.410444444444445,5.3044242424242425,5.137541899441341,5.187231638418079
MEL,0.7679354838709678,1.024822695035461,0.7766822429906542,0.51025,0.47991935483870973,0.3984,0.3996753246753247,0.504,0.8694444444444445,0.972848484848485,0.786703910614525,0.9922033898305085
MPCL,-0.02767741935483871,-0.008936170212765958,0.04747663551401869,0.15516666666666667,0.41201612903225804,1.0528666666666666,1.8888311688311687,1.887290322580645,0.9595555555555555,0.055030303030303034,-0.033798882681564245,-0.033220338983050844
MPL,19.418451612903226,21.1231914893617,20.87873831775701,18.410833333333336,20.21758064516129,20.989733333333334,20.61922077922078,19.205290322580645,18.378,20.102363636363634,18.195307262569834,16.76581920903955
MUNPL,8.240064516129033,8.094893617021276,6.962757009345794,11.604333333333333,11.295322580645161,10.794866666666667,12.179090909090908,10.928258064516129,9.099444444444446,9.745575757575757,11.077932960893856,9.45954802259887
Madhya Pradesh,76.0307741935484,76.192695035461,76.68887850467289,78.22600000000001,76.17637096774195,74.21713333333334,60.61454545454545,64.87670967741936,74.13622222222223,80.57194594594594,80.88558659217877,78.21943502824858
Maharashtra,165.03335483870967,171.8226241134752,168.27915887850466,183.92999999999998,176.3908870967742,164.39753333333334,146.93954545454545,153.96954838709678,158.1778888888889,160.63967567567568,156.6441899441341,161.3568361581921
Manipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,1.1189677419354838,0.9527659574468086,0.8711214953271029,0.66825,1.5392741935483871,2.5841333333333334,3.8340909090909094,4.146838709677419,4.347277777777777,3.34172972972973,1.7861452513966483,1.4560451977401132
NALCO,-0.06090322580645161,-0.010709219858156031,-0.18425233644859812,-0.20358333333333334,-0.12620967741935485,-0.019666666666666662,0.009870129870129876,0.14709677419354839,0.18944444444444444,0.26696969696969697,0.1900558659217877,-0.040225988700564964
NDPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEEPCO.,13.75825806451613,13.385673758865249,15.083831775700935,13.189083333333334,19.318064516129034,24.541866666666667,28.848181818181818,29.845354838709675,28.27088888888889,22.872666666666664,17.791843575418994,15.124124293785309
NHDC,9.16574193548387,7.665319148936169,7.717476635514019,4.7370833333333335,3.946451612903226,3.452066666666667,5.59038961038961,8.458,11.321333333333333,8.592363636363636,9.717206703910614,9.476214689265536
NHPC,7.910451612903226,10.556737588652481,16.124657320872274,23.287277777777778,29.818682795698923,34.15262222222222,36.458246753246755,35.67,29.869481481481483,19.06509090909091,12.157318435754188,8.665800376647834
NLC,29.663645161290322,30.47375886524823,29.498200934579437,28.307125,27.160040322580645,24.78023333333333,26.27418831168831,26.987709677419357,27.032083333333333,26.156060606060606,26.383631284916202,26.4078813559322
NPCIL,38.08905376344086,37.6903073286052,41.23850467289719,35.82458333333334,36.14693548387097,38.69022222222222,37.42017316017316,38.59154838709677,38.082537037037035,38.29349494949495,39.730037243947855,38.72702448210923
NPGCL,11.689139784946235,12.268823529411764,10.901315789473685,22.805166666666665,22.495322580645162,18.322,16.24537037037037,15.132903225806452,16.33375,15.964615384615383,17.7795,15.103130434782608
NPGCPL,3.305,3.305,4.955,3.415,3.42,3.415,2.2304347826086954,0.0,0.0,1.6211475409836065,2.23728813559322,2.775
NPL,24.253419354838712,23.252553191489362,19.42658878504673,21.933,24.52959677419355,27.453400000000002,26.962467532467535,26.944516129032255,26.077944444444444,25.82290909090909,23.323966480446927,22.14604519774011
NSPCL,8.179731182795699,8.2901775147929,8.740123456790123,5.988277777777778,6.9645698924731185,7.029333333333334,6.984651162790698,7.246682027649769,7.011791666666666,7.85231884057971,6.771506276150627,6.919869565217391
NTECL,24.286967741935484,24.691985815602838,23.791588785046727,25.305999999999997,24.834032258064518,21.129333333333335,17.795259740259738,21.01483870967742,21.205111111111112,21.411636363636365,21.033798882681566,23.043050847457625
NTPC Ltd.,144.19030967741935,147.1574609929078,147.75866355140187,147.17998333333335,150.3457741935484,148.14605333333333,143.66970129870128,144.00464516129034,138.47396666666668,145.6307515151515,138.6697094972067,140.04126553672316
NTPGPL,0.10666666666666666,0.12,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,0.4540540540540541,0.31568627450980397,0.30873015873015874,0.23643478260869566
NTPL,17.330774193548386,17.76645390070922,17.202009345794394,17.1725,17.238306451612903,15.3878,14.518636363636363,14.517354838709677,15.718055555555555,16.69721212121212,15.944916201117318,16.614802259887007
NUPPL,3.0,3.0,3.0,2.105,3.5100000000000002,3.54,3.5011475409836064,3.5100000000000002,3.54,3.767142857142857,3.54,3.4183018867924533
ONGC,12.282,12.306241134751774,12.435093457943927,9.8015,12.025080645161289,12.306933333333333,12.227142857142857,12.120903225806451,11.700666666666667,11.773636363636363,12.017094972067039,12.02039548022599
Odisha,27.80832258064516,29.994468085106384,31.172429906542053,35.001333333333335,38.19556451612903,34.28046666666666,39.87441558441559,44.416000000000004,45.73066666666667,39.35545945945946,29.952346368715084,26.454011299435027
PENNA,0.48509677419354835,0.7362411347517731,0.30668224299065416,0.618,0.3912096774193548,0.49600000000000005,0.6398051948051948,0.5961290322580646,0.5802777777777778,0.45103030303030306,0.43156424581005587,0.5089265536723164
PGPL,0.27799999999999997,0.2700709219858156,0.20135514018691586,0.0,0.0,0.0,0.0,0.0,0.2131111111111111,0.2527272727272727,0.22195530726256985,0.2434463276836158
PPGCL (Jaypee),22.588451612903228,22.058439716312055,23.865981308411214,23.743083333333335,28.38725806451613,28.12213333333333,27.303506493506493,27.31509677419355,24.797944444444447,23.040848484848482,20.56983240223464,22.74316384180791
PPNPGCL,0.142,0.1350354609929078,0.10163551401869159,0.005916666666666686,0.065,0.052000000000000005,0.051493506493506494,0.052000000000000005,0.1257777777777778,0.1330909090909091,0.13608938547486035,0.1405084745762712
PVUNL,2.52,2.54,2.52,0.0,0.0,0.0,0.0,0.0,4.172,2.78,2.57,2.55
Puducherry,0.03993548387096774,0.060851063829787236,-0.08158878504672898,-0.060250000000000005,-0.01741935483870968,-0.06573333333333332,-0.012467532467532466,-0.0512258064516129,-0.07244444444444445,-0.05697297297297298,-0.05776536312849162,-0.06350282485875706
Punjab,25.700967741935486,26.179148936170215,25.154953271028038,21.692166666666665,28.15774193548387,31.067600000000002,31.441493506493504,30.878129032258062,30.80388888888889,25.86875675675676,24.80826815642458,25.550282485875705
RATTANINDIA,11.891032258064516,11.877985074626865,12.513962264150944,15.445,16.141048387096774,15.221400000000001,14.412077922077922,13.896258064516129,13.537222222222221,13.317030303030302,13.245307262569831,13.158022598870058
REGL,3.0988709677419353,2.9380357142857143,2.8411666666666666,8.741833333333334,8.388548387096774,8.2235,5.67,5.504086021505376,4.315888888888889,8.188630136986301,5.970444444444444,3.4860714285714285
RELIANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPPL,10.544193548387096,10.829574468085106,11.352383177570093,9.226583333333334,8.981370967741936,10.197866666666668,10.466363636363637,10.32567741935484,10.312388888888888,10.918606060606061,10.421731843575419,10.722655367231638
RIL (DAHANU),10.486129032258065,10.476785714285715,10.446290322580644,10.3785,10.251290322580646,10.386833333333334,10.420322580645163,10.453387096774193,10.42288888888889,10.474285714285713,10.477627118644067,6.590322580645162
RKMPPL,7.835612903225806,9.644964539007093,8.652429906542055,11.72975,11.397499999999999,10.704733333333333,9.544155844155844,8.798064516129033,9.427666666666667,9.581333333333333,9.032905027932962,8.537740112994351
RPSCL,16.288064516129033,16.723333333333336,18.96004672897196,19.62125,19.282661290322583,19.465533333333333,18.724155844155845,18.642709677419354,19.078944444444446,19.193575757575758,15.6963687150838,15.96672316384181
RWPL (JSW),18.119112903225805,18.365309734513275,18.468972972972974,18.113111111111113,18.29774193548387,18.947583333333334,18.67032258064516,18.78540322580645,18.756733333333333,18.172307692307694,18.28705882352941,18.401209677419356
Rajasthan,114.11174193548386,116.42340425531916,115.10887850467289,110.59883333333333,111.03814516129032,112.88220000000001,98.82948051948051,102.24206451612903,104.24799999999999,108.1832972972973,112.94279329608938,114.82531073446329
SAMALPATI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCPL,1.4481935483870967,1.445886524822695,1.325373831775701,1.591,1.6091935483870967,1.5966,1.6082467532467533,1.589225806451613,1.4017777777777778,1.3866666666666667,1.352290502793296,1.3997175141242937
SEIL,52.40120967741935,52.053416666666664,47.9064953271028,46.94108333333334,46.29266129032258,41.2928,41.96,46.67729032258064,46.88413333333333,44.6642962962963,42.47893333333334,49.075136986301374
SEL,2.90233870967742,2.612300884955752,2.837351351351351,2.0325555555555557,1.9301075268817205,1.2705833333333334,1.282016129032258,1.2642741935483872,2.6944000000000004,2.8725384615384617,2.8391596638655465,2.9650000000000003
SEPCPPL,4.1,4.07,4.06,4.7825,4.674032258064516,4.7,4.674098360655738,4.711935483870968,4.5616666666666665,5.085238095238095,4.820000000000001,4.714339622641509
SEPL,0.5870967741935483,0.6279921259842519,0.496272040302267,-0.0019523809523809528,0.05069124423963134,0.48514814814814816,0.8173285198555957,0.8255555555555556,1.222,0.9855018587360593,0.6680906148867314,0.5286377708978328
SGPL,10.173870967741935,10.169642857142858,10.08290322580645,23.72233333333333,23.708064516129035,23.732333333333333,23.738064516129032,23.738064516129032,16.70116666666667,17.064590163934426,12.032857142857143,10.065806451612904
SJVNL,8.079548387096773,7.596170212765957,9.087102803738318,14.201916666666667,31.99225806451613,42.512,43.97461038961039,44.33309677419355,34.809222222222225,19.274363636363635,13.162402234636872,9.458135593220339
SKPPPL,-0.02645161290322581,-0.012553191489361702,-0.028831775700934578,0.26508333333333334,0.859758064516129,1.3688,1.5765584415584415,1.6390322580645162,1.295388888888889,0.7138787878787879,-0.1070949720670391,-0.05073446327683616
